X,Y,OBJECTID,County,Name,Address,City,Zip,Phone,Latitude,Longitude,Gasoline,Diesel,HV_Diesel,DEF,Kerosene,NonHwy
-83.81879,35.43557,28,Graham,Fontana Pit Stop,11152 Fontana Road,Fontana Dam,28733,8284982211,35.43557,-83.81879,2,1,0,0,0,0
-83.8159659999999,35.0340330000001,29,Clay,Ingles #116,230 US Highway 64 W,Hayesville,28904,8283894460,35.034033,-83.815966,36,4,0,0,0,0
-83.814207,35.3406190000001,30,Graham,Skyway Convenience,1037 Tapoco Road,Robbinsville,28771,8284799412,35.340619,-83.814207,20,2,0,0,0,0
-83.808116,35.3256430000001,31,Graham,Eller's Fuel & Wrecker Service,206 N Main St.,Robbinsville,28771,8284796042,35.325643,-83.808116,4,1,0,0,0,0
-83.8050959999999,35.326783,32,Graham,Time Out Market #19,457 Rodney Orr By Pass,Robbinsville,28771,8284793777,35.326783,-83.805096,18,3,0,0,1,0
-83.802516,35.3249930000001,33,Graham,Crown Food Mart,272 Rodney Orr Bypass,Robbinsville,28771,8284798651,35.324993,-83.802516,36,1,0,0,1,1
-83.799776,35.325053,34,Graham,Sawyer's Market,156 Sweetwater Rd.,Robbinsville,28771,8284796953,35.325053,-83.799776,6,4,0,0,0,0
-83.798216,35.313503,35,Graham,Aztex #203,578 Tallulah Rd,Robbinsville,28771,8284793113,35.313503,-83.798216,5,2,0,0,0,0
-83.793786,35.4416130000001,36,Graham,Fontana Marina,300 Woods Rd.,Fontana,28733,8284982129,35.441613,-83.793786,2,0,0,0,0,0
-83.7459259999999,35.0090530000001,37,Clay,Chatuge Cove,2397 Highway 175,Hayesville,28904,8283896155,35.009053,-83.745926,2,0,0,0,0,0
-83.6946819999999,35.0226900000001,38,Clay,Shooting Creek Market,7381 Highway 64 West,Hayesville,28904,8283897051,35.02269,-83.694682,12,1,0,0,1,1
-83.6711759999999,35.373503,39,Graham,Wolf Creek Grocery,2620 NC Highway 28 North,Robbinsville,28771,8284796669,35.373503,-83.671176,4,2,0,0,1,1
-83.6390059999999,35.196113,40,Macon,Lake End Marina,17836 Wayah Rd.,Topton,28781,8293213001,35.196113,-83.639006,2,0,0,0,0,0
-83.637376,35.197523,41,Macon,Nantahala Lakeside,17974 Wayah Rd,Aquone,28781,8283214731,35.197523,-83.637376,2,1,0,0,0,0
-83.625216,35.402453,42,Graham,Prince Boat Dock,237 Prince Boat Dock Rd.,Almond,28702,8284793704,35.402453,-83.625216,1,0,0,0,0,0
-83.620126,35.405963,43,Graham,Crisp Boat Dock,912 Lower Panther Creek Rd,Robbinsville,28771,8284792388,35.405963,-83.620126,1,0,0,0,0,0
-83.5803759999999,35.328583,44,Swain,Nantahala Food Mart,12121 Highway 19 W,Bryson City,28713,8284886345,35.328583,-83.580376,12,1,0,0,1,0
-83.562146,35.3765930000001,45,Swain,Almond Boat Park,1165 Almond Boat Park Rd.,Bryson City,28713,8284886423,35.376593,-83.562146,2,0,0,0,0,0
-83.536556,35.374733,46,Swain,Parton Trading Post,7530 Highway 19,Bryson City,28713,8284883113,35.374733,-83.536556,12,1,0,0,1,1
-83.531256,35.3989530000001,47,Swain,Alarka Boat Dock,7230 Grassy Branch Rd.,Bryson City,28713,8284883841,35.398953,-83.531256,1,0,0,0,0,0
-83.5038059999999,35.372283,48,Swain,Kings Grocery,5501 US Highway 74,Bryson City,28713,8284886103,35.372283,-83.503806,5,1,0,0,1,0
-83.493986,35.384823,49,Swain,Great Smokey Mountain Bait & Tackle,4470 Highway 19 W,Bryson City,28713,8284888920,35.384823,-83.493986,12,3,0,0,1,1
-83.475746,35.395613,50,Swain,Time Out Market #23,3091 US Highway 19 S,Bryson City,28713,8284884847,35.395613,-83.475746,24,1,0,0,1,1
-83.4478359999999,35.4254930000001,51,Swain,Mountain Energy #4,18 Veterans Blvd.,Bryson City,28713,8284882183,35.425493,-83.447836,0,0,0,0,0,0
-83.432806,35.4320230000001,52,Swain,Hot Spot #1102,1030 Main St.,Bryson City,28713,8284886544,35.432023,-83.432806,12,1,0,0,1,0
-83.407926,35.256493,53,Macon,Cowee Convenience & Deli,6368 Bryson City Road,Franklin,28734,8283693364,35.256493,-83.407926,12,1,0,0,1,1
-83.407856,35.1675730000001,54,Macon,Carolina Mini Mart,205 Sloan Rd,Franklin,28734,8283697677,35.167573,-83.407856,12,2,0,0,2,0
-83.4039759999999,35.1711960000001,55,Macon,West End Pit Stop,1349 Old Murphy Rd,Franklin,28734,8283695599,35.171196,-83.403976,12,1,0,0,1,1
-83.397506,35.133343,56,Macon,Fast Food Mart,3011 Georgia Rd,Franklin,28734,8283699379,35.133343,-83.397506,18,2,0,0,1,0
-83.392536,35.4533730000001,57,Swain,Cooper Creek General Store,122 Coopers Creek Rd,Bryson City,28713,8284883922,35.453373,-83.392536,12,1,0,0,1,1
-83.3920859999999,35.1627330000001,58,Macon,Mountain Energy #101,917 Georgia Rd.,Franklin,28734,8283696570,35.162733,-83.392086,36,4,0,0,1,0
-83.390246,35.1988630000001,59,Macon,Village Trader General Store,1515 Bryson City Rd.,Franklin,28734,8285249601,35.198863,-83.390246,12,1,0,0,1,0
-83.373136,35.184043,60,Macon,Hot Spot #2025,459 E Main St,Franklin,28734,8285245483,35.184043,-83.373136,36,4,0,0,2,0
-83.369076,35.1655930000001,61,Macon,Dowdle Mountain Road Pit Stop,376 Dowdle Mountain Rd.,Franklin,28734,8283499411,35.165593,-83.369076,24,2,2,0,0,1
-83.368006,35.1827730000001,62,Macon,Aztex #201,329 Highlands Rd,Franklin,28734,8283695252,35.182773,-83.368006,25,1,0,0,0,0
-83.367406,35.1919330000001,63,Macon,Express Mart USA,1078 E. Main St.,Franklin,28734,8283494388,35.191933,-83.367406,12,1,0,0,0,0
-83.3647359999999,35.193273,64,Macon,N & N Express Mart,1256 E. Main St.,Franklin,28734,8285248801,35.193273,-83.364736,12,4,0,0,1,1
-83.3602759999999,35.2006030000001,65,Macon,Car City Gas & Oil Company,4019 Sylva Road,Franklin,28734,8285245873,35.200603,-83.360276,0,0,0,0,1,0
-83.3579359999999,35.459373,66,Swain,Jenkins Grocery,2054 Birdtown Rd.,Cherokee,28719,8284883678,35.459373,-83.357936,12,1,0,0,0,0
-83.3290059999999,35.4239930000001,67,Jackson,Cherokee Quality Plus,342 US Highway 441 N,Whittier,28789,8284974547,35.423993,-83.329006,30,4,0,0,2,0
-83.3212559999999,35.4666930000001,68,Jackson,Big Bear Food Mart,719 Seven Clans Lane,Cherokee,28719,8284976569,35.466693,-83.321256,24,1,0,0,0,0
-83.3155159999999,35.461513,69,Jackson,Mountain Energy #106,1205 Seven Clans Lane,Cherokee,28719,8284977858,35.461513,-83.315516,24,2,0,0,0,0
-83.315306,35.487693,70,Jackson,Shell Convenience Chief,799 Tsali Blvd.,Cherokee,28719,8284974539,35.487693,-83.315306,18,0,0,0,0,0
-83.313046,35.495703,71,Swain,Cherokee Mini Mart,1340 Tsali Blvd.,Cherokee,28719,8284975524,35.495703,-83.313046,18,4,0,0,0,0
-83.3125259999999,35.4574730000001,72,Jackson,Catamount Travel Center,3385 Highway 441 N,Whittier,28789,8284920401,35.457473,-83.312526,36,4,0,0,1,0
-83.307116,35.498253,73,Swain,BJ's Coast Gift,1607 Acquoni Road,Cherokee,28719,8284974563,35.498253,-83.307116,24,1,0,0,1,0
-83.3020059999999,35.468443,74,Jackson,Mountain Energy #103,510 Paint Town Rd.,Cherokee,28719,8284972426,35.468443,-83.302006,30,2,0,0,0,0
-83.298376,35.141803,75,Macon,Cullasaja Express,6241 Highlands Rd,Franklin,28734,8285248139,35.141803,-83.298376,18,4,0,0,1,1
-83.290026,35.3849230000001,76,Jackson,Frontier Trading Post,677 US Highway 74 W,Whittier,28789,8285861440,35.384923,-83.290026,24,3,0,0,1,1
-83.2897859999999,35.3843230000001,77,Jackson,Elders Superette #2,4732 US Highway 74 W,Whittier,28789,8286319270,35.384323,-83.289786,18,1,0,0,0,0
-83.288736,35.278643,78,Jackson,High Country Gas & Tire,8227 US Highway 441,Sylva,28779,8285860886,35.278643,-83.288736,5,1,0,0,0,0
-83.2811359999999,35.520903,79,Swain,River Valley Store,3160 Big Cove Rd.,Cherokee,28719,8284976510,35.520903,-83.281136,12,2,0,0,1,0
-83.255706,35.3800430000001,80,Jackson,Holiday BP,61 Rufus Robinson Rd.,Dillsboro,28725,8285866910,35.380043,-83.255706,18,2,0,0,0,1
-83.252916,35.3359330000001,81,Jackson,Top Cat Grocery,3275 US Highway 441 S,Webster,28788,8285860447,35.335933,-83.252916,24,2,0,0,1,1
-83.2410159999999,35.3720030000001,82,Jackson,Mountain View Mart,1953 West Main Street,Sylva,28779,8283540488,35.372003,-83.241016,4,0,0,0,1,0
-83.217506,35.3742330000001,83,Jackson,How Convenient,249 W. Main St,Sylva,28779,825866223,35.374233,-83.217506,12,2,0,0,2,0
-83.213116,35.3765730000001,84,Jackson,Green's Auto Service,125 Asheville Hwy.,Sylva,28779,8285869220,35.376573,-83.213116,6,0,0,0,0,0
-83.212046,35.378253,85,Jackson,PJ's Fast Food Mart,237 US Highway 19A,Sylva,28779,8285869645,35.378253,-83.212046,12,2,0,0,1,1
-83.211136,35.377863,86,Jackson,Hi Express Exxon,280 Asheville Highway,Sylva,28779,8285868551,35.377863,-83.211136,12,4,0,0,0,0
-83.2103059999999,35.372933,87,Jackson,Mountain Energy #102,200 East Main St.,Sylva,28779,8285865590,35.372933,-83.210306,36,6,0,0,1,0
-83.204966,35.3133530000001,88,Jackson,Jackson County Airport,626 Airport Road,Cullowhee,28725,8285860321,35.313353,-83.204966,1,0,0,0,0,0
-83.2044959999999,35.3709930000001,89,Jackson,Hot Spot #1000,551 E Main St.,Sylva,28779,8285863881,35.370993,-83.204496,24,2,0,0,1,2
-83.203176,35.3687430000001,90,Jackson,Enmark #835,716 East Main St.,Sylva,28779,8285863556,35.368743,-83.203176,24,0,0,0,1,0
-83.202736,35.055053,91,Macon,Highlands Express,115 Franklin Rd.,Highlands,28741,8285262443,35.055053,-83.202736,12,2,0,0,1,0
-83.202506,35.054383,92,Macon,Farmer's Market Exxon,22 Dillard Rd.,Highlands,28741,8285264382,35.054383,-83.202506,12,2,0,0,0,0
-83.2006069999999,35.3566030000001,93,Jackson,Sylva Quality Plus,1535 E. Main Street,Sylva,28779,8286513553,35.356603,-83.200607,30,4,0,0,2,0
-83.189476,35.3066430000001,94,Jackson,Catamount Travel Center,4776 Little Savannah Rd.,Cullowhee,28723,8282930700,35.306643,-83.189476,24,2,0,0,0,0
-83.1878359999999,35.392523,95,Jackson,Catamount Pump & Go,21 Steeple Dr.,Sylva,28779,8285860017,35.392523,-83.187836,18,1,0,0,0,1
-83.1453959999999,35.296633,96,Jackson,Caney Fork General Store,7032 NC Highway 107 S,Cullowhee,28723,8282937052,35.296633,-83.145396,6,1,0,0,1,0
-83.141566,35.3929230000001,97,Jackson,Mountain Country Store,5256 Highway 74 E.,Sylva,28779,8285863311,35.392923,-83.141566,12,1,0,0,0,0
-83.132706,35.1856230000001,98,Jackson,Southern Meadows Convenience,6188 N. Highway 107,Glenville,28736,8287347778,35.185623,-83.132706,12,3,0,0,1,1
-83.122606,35.2706930000001,99,Jackson,Jimmy's Mini-Market,10069 NC Highway 107,Tuckasegee,28783,8282933433,35.270693,-83.122606,12,2,0,0,1,1
-83.105446,35.5191530000001,100,Haywood,Soco Grocery & Meats,4593 Soco Road,Maggie Valley,28751,8289269485,35.519153,-83.105446,24,1,0,0,1,0
-83.099316,35.1137230000001,101,Jackson,Cashier's Exxon,101 US Highway 64,Cashiers,28717,8287435041,35.113723,-83.099316,24,4,0,0,1,0
-83.090426,35.1176330000001,102,Jackson,Cashiers Convenience Store,630 US Highway 64 E,Cashiers,28717,8287432337,35.117633,-83.090426,18,3,0,0,1,0
-83.030746,35.5219230000001,103,Haywood,Teagues Superette,130 Soco Rd,Maggie Valley,28751,8289261147,35.521923,-83.030746,30,2,0,0,1,0
-83.018806,35.5232730000001,104,Haywood,Maggie Valley Quality Plus,3185 Dellwood Road,Waynesville,28786,8289268188,35.523273,-83.018806,30,2,0,0,2,0
-83.0154459999999,35.5749530000001,105,Haywood,Sorrell's Merchandising,3796 Jonathan Creek Rd.,Waynesville,28785,8289260385,35.574953,-83.015446,18,2,0,0,1,2
-83.009406,35.463713,106,Haywood,EZ Stop Amoco,52 Old Balsam Rd.,Waynesville,28786,8284525748,35.463713,-83.009406,18,1,0,0,1,1
-83.009266,35.464073,107,Haywood,Time Out Market #3,1400 Balsam Road,Waynesville,28786,8284524195,35.464073,-83.009266,36,6,0,0,1,1
-83.008326,35.4819630000001,108,Haywood,Time Out Market #24,1464 Sulphur Springs Rd.,Waynesville,28786,8284566381,35.481963,-83.008326,12,2,0,0,1,0
-83.0082659999999,35.5959030000001,109,Haywood,Time Out Market #5,5279 Jonathan Creek Rd.,Waynesville,28786,8289261376,35.595903,-83.008266,10,2,0,0,1,1
-83.005836,35.4671430000001,110,Haywood,Enmark #620,1961 S. Main St.,Waynesville,28786,8284529523,35.467143,-83.005836,27,2,0,0,2,0
-83.003616,35.4690630000001,111,Haywood,SouthEast Energy #1405,1783 S. Main St.,Waynesville,28786,8284523539,35.469063,-83.003616,24,2,0,0,1,1
-82.9985359999999,35.5283230000001,112,Haywood,Roadrunner Market #184,1980 Dellwood Rd,Waynesville,28786,4239267241,35.528323,-82.998536,24,2,0,0,1,0
-82.9914459999999,35.5041630000001,113,Haywood,SouthEast Energy #1408,845 Russ Ave,Waynesville,28786,8284527708,35.504163,-82.991446,18,0,0,0,0,0
-82.991026,35.4952630000001,114,Haywood,Quick Pantry #104,344 Dellwood Road,Waynesville,28786,8284527421,35.495263,-82.991026,12,1,0,0,1,1
-82.988376,35.525873,115,Haywood,Junaluska Exxon,1373 Dellwood Rd.,Waynesville,28786,8289269299,35.525873,-82.988376,24,4,0,0,2,2
-82.988186,35.4887630000001,116,Haywood,Quick Pantry #100,65 S. Main Street,Waynesville,28786,8284523551,35.488763,-82.988186,18,2,0,0,1,0
-82.9825759999999,35.483593,117,Haywood,Pantry Pride Food Mart,494 Pigeon Street,Waynesville,28786,8284525537,35.483593,-82.982576,8,0,0,0,1,0
-82.979436,35.4971330000001,118,Haywood,Short Stop Corner Stop,808 N. Main,Waynesville,28786,8284564899,35.497133,-82.979436,12,0,0,0,0,0
-82.968216,35.512143,119,Haywood,Quick Pantry #101,2677 Asheville Road,Waynesville,28786,8284564317,35.512143,-82.968216,18,2,0,0,1,1
-82.957826,35.112533,120,Transylvania,Sapphire Country Store,17863 Rosman Highway,Sapphire,28747,8289664010,35.112533,-82.957826,12,3,0,0,1,1
-82.956856,35.5674330000001,121,Haywood,Sam's Mart #45,3360 Crabtree Rd,Waynesville,28785,8286279514,35.567433,-82.956856,18,5,0,0,1,0
-82.955886,35.5721730000001,122,Haywood,Pilot Travel Center #0393,3712 Crabtree Road,Waynesville,28786,8286278611,35.572173,-82.955886,24,6,0,0,0,0
-82.942916,35.6755830000001,123,Haywood,Ferguson's Supply,11571 Betsy's Gap Road,Clyde,28721,8286276404,35.675583,-82.942916,12,1,0,0,1,1
-82.9020159999999,35.785023,124,Madison,Meadowfork Community Store,5995 Meadow Fork Rd,Hot Springs,28743,8286229505,35.785023,-82.902016,2,1,0,0,1,0
-82.896556,35.4707930000001,125,Haywood,Bethel Grocery,5692 Pigeon Rd,Waynesville,28786,8286485797,35.470793,-82.896556,18,2,0,0,2,2
-82.888866,35.4712730000001,126,Haywood,Quick Pantry,6147 Pigeon Rd.,Canton,28716,8286486672,35.471273,-82.888866,24,2,0,0,2,2
-82.877776,35.4689730000001,127,Haywood,Single Stop #5,6783 Cruso Road,Canton,28716,8282358008,35.468973,-82.877776,18,5,0,0,1,1
-82.8767559999999,35.135833,128,Transylvania,Lake Toxaway Trading Post,10972 Rosman Highway,Lake Toxaway,28747,8288838968,35.135833,-82.876756,12,1,0,0,1,0
-82.870466,35.2271030000001,129,Transylvania,McCall Grocery,8470 Parkway Dr.,Balsam Grove,28708,8288846226,35.227103,-82.870466,12,3,0,0,1,0
-82.869656,35.751813,130,Madison,Trust General Store,14535 Highway 209,Hot Springs,28743,8266227455,35.751813,-82.869656,8,4,0,0,1,1
-82.864386,35.5322630000001,131,Haywood,Single Stop II,84 New Clyde Highway,Canton,28716,8286487611,35.532263,-82.864386,22,2,0,0,0,0
-82.851526,35.5549330000001,132,Haywood,Daily Stop #201,761 Champion Dr,Canton,28716,8286488517,35.554933,-82.851526,30,2,0,0,0,0
-82.851456,35.553903,133,Haywood,Smokey Mountain Truck & Auto,721 Champion Dr,Canton,28716,8286484344,35.553903,-82.851456,24,4,3,0,1,0
-82.850736,35.553143,134,Haywood,South East Energy #1413,702 Champion Dr.,Canton,28716,8286487082,35.553143,-82.850736,24,4,0,0,0,0
-82.8504359999999,35.551023,135,Haywood,Ingles #55,630 Champion Dr.,Canton,28716,8286483200,35.551023,-82.850436,36,4,0,0,0,0
-82.8504359999999,35.551023,136,Haywood,Ingles Gas Express #55,630 Champion Dr.,Canton,28716,8286484669,35.551023,-82.850436,36,4,0,0,0,0
-82.840166,35.532903,137,Haywood,Quick Pantry #102,162 Park St.,Canton,28716,8286487698,35.532903,-82.840166,10,0,0,0,1,0
-82.837866,35.5224630000001,138,Haywood,Southside Discount,165 Pisgah Drive,Canton,28716,8286488154,35.522463,-82.837866,18,2,0,0,1,1
-82.829686,35.891893,139,Madison,Ricker Triangle,39 US Highway 25/70,Hot Springs,28743,8286227575,35.891893,-82.829686,3,0,0,0,1,1
-82.825096,35.5452030000001,140,Haywood,Smokey Express #1,216 Newfound Rd.,Canton,28716,8286482834,35.545203,-82.825096,12,0,0,0,1,0
-82.8227459999999,35.5340830000001,141,Haywood,Hot Spot #5004,3225 Asheville Highway,Canton,28716,8286487414,35.534083,-82.822746,36,4,0,0,2,0
-82.822066,35.141283,142,Transylvania,Jarrett's Grocery,1 E. Main St,Rosman,28772,8288623344,35.141283,-82.822066,24,3,0,0,0,2
-82.807446,35.169653,143,Transylvania,Korner Mart,2100 Old Rosman Highway,Brevard,28712,8288625757,35.169653,-82.807446,18,1,0,0,1,1
-82.781716,35.1989530000001,144,Transylvania,Harmony Korner Inc.,104 Clement Rd.,Brevard,28712,8288848795,35.198953,-82.781716,18,6,0,0,1,1
-82.7584859999999,35.7014830000001,145,Buncombe,Reeves Grocery,4260 New Leicester Highway,Leicester,28748,8286832649,35.701483,-82.758486,2,0,0,0,1,0
-82.7544159999999,35.543593,146,Buncombe,Candler Travel Center,153 Wiggins Rd.,Candler,28715,8286651156,35.543593,-82.754416,12,8,0,0,0,0
-82.753316,35.5411930000001,147,Buncombe,Time Out Market#15,2515 Smokey Park Hwy,Candler,28715,8286678006,35.541193,-82.753316,24,3,0,0,1,1
-82.752846,35.5431330000001,148,Buncombe,Samir's #15,146 Wiggins Rd.,Candler,28715,8286675092,35.543133,-82.752846,24,0,0,0,1,0
-82.7420559999999,35.223753,149,Transylvania,Energy Mart #4,310 Rosman Highway,Brevard,28712,8288838795,35.223753,-82.742056,12,2,0,0,2,0
-82.7386759999999,35.5430630000001,150,Buncombe,BJ's Gas & Food Store,2294 Smoky Park Highway,Candler,28715,8286653030,35.543063,-82.738676,18,2,0,0,1,0
-82.737916,35.2266030000001,151,Transylvania,Triangle Stop #208,10 Rosman Highway,Brevard,28712,8288838051,35.226603,-82.737916,12,0,0,0,0,0
-82.736056,35.543753,152,Buncombe,The Spot,2267 Highway 19/23 S,Candler,28715,8286679580,35.543753,-82.736056,12,2,0,0,0,0
-82.734876,35.6803430000001,153,Buncombe,Paynes Country Store,3557 New Leicester Hwy.,Leicester,28748,8286832217,35.680343,-82.734876,2,0,0,0,1,0
-82.7346259999999,35.232693,154,Transylvania,Eldridge Motors Inc.,103 South Broad St.,Brevard,28712,8288846100,35.232693,-82.734626,8,0,0,0,0,0
-82.7279559999999,35.658693,155,Buncombe,Fastrac Food Mart,3184 Leicester Highway,Leicester,28748,8286833896,35.658693,-82.727956,12,1,0,0,1,1
-82.727166,35.508383,156,Buncombe,Pisgah Valley Market,1406 NC Highway 151,Candler,28715,8286679177,35.508383,-82.727166,18,1,0,0,1,0
-82.725516,35.6576630000001,157,Buncombe,Leicester General Store,3149 Highway 63 N.,Leicester,28748,8286834185,35.657663,-82.725516,12,2,0,0,1,0
-82.723966,35.243613,158,Perquimans,One Stop Store #1,206 North Church St,Hertford,27944,2524265081,35.243613,-82.723966,12,0,0,0,1,0
-82.72301,35.244017,159,Transylvania,Brevard Point,930 Asheville Highway,Brevard,28712,8288843746,35.244017,-82.72301,12,1,0,0,0,0
-82.7224459999999,35.2486630000001,160,Transylvania,Enmark #100,1021 Asheville Highway,Brevard,28712,8288833730,35.248663,-82.722446,36,2,0,0,1,0
-82.716056,35.838533,161,Madison,Brush Creek Gas & Grocery,9222 Highway 25/70,Marshall,3986,8286492277,35.838533,-82.716056,8,4,0,0,1,1
-82.708196,35.832483,162,Madison,Walnut Creek Service Center,8620 US Highway 25/70 N,Marshall,28753,8286499016,35.832483,-82.708196,4,0,0,0,1,0
-82.7038659999999,35.2733230000001,163,Transylvania,Pisgah Express,1 New Hendersonville Rd.,Pisgah Forest,28768,8288844132,35.273323,-82.703866,12,0,0,0,1,0
-82.701006,35.2726430000001,164,Transylvania,One Stop III,175 New Hendersonville Rd.,Pisgah Forest,28768,8288848989,35.272643,-82.701006,12,4,0,0,1,1
-82.700546,35.2540030000001,165,Transylvania,One Stop Store #5,1591 Old Hendersonville Hwy.,Pisgah Forest,28768,8288838003,35.254003,-82.700546,12,1,0,0,1,0
-82.684106,35.544793,166,Buncombe,Southeast Energy #1427,1501 Smokey Park Highway,Candler,28715,8286651845,35.544793,-82.684106,30,2,0,0,1,0
-82.683286,35.1482130000001,167,Transylvania,Cedar Mountain Quick Stop,8433 Greenville Highway,Brevard,28712,8288858300,35.148213,-82.683286,4,0,0,0,0,0
-82.6830859999999,35.544113,168,Buncombe,Boone's Convenience Corner #2,1498 Smoky Park Hwy,Candler,28715,8286652012,35.544113,-82.683086,24,4,0,0,2,1
-82.670576,35.8100430000001,169,Madison,Marshall Quick Stop,5383 Highway 25/70 By-pass,Marshall,28753,8286492552,35.810043,-82.670576,30,2,0,0,1,0
-82.670246,35.8112330000001,170,Madison,Ingles #28,5580 Highway 25/70 By-pass,Marshall,28753,8286493266,35.811233,-82.670246,36,4,0,0,0,0
-82.669336,35.808233,171,Madison,Highland Station,5247 Highway 25/70,Marshall,28753,8286499366,35.808233,-82.669336,12,2,0,0,0,0
-82.656956,35.686583,172,Buncombe,H&S,559 Alexander Rd,Alexander,28701,8286831120,35.686583,-82.656956,12,2,0,0,1,1
-82.653696,35.7913830000001,173,Madison,Stanley's #1,3660 Highway 25 & 70,Marshall,28753,8286492522,35.791383,-82.653696,24,2,0,0,0,0
-82.652296,35.548303,174,Buncombe,Fastop #302,627 Smokey Park Highway.,Asheville,28802,8286673605,35.548303,-82.652296,36,2,0,0,1,0
-82.649986,35.6167330000001,175,Buncombe,Georgetown Gas House,901 New Leicester Hwy.,Asheville,28806,8286836002,35.616733,-82.649986,30,2,0,0,1,0
-82.640936,35.273153,176,Transylvania,Triangle Stop #205,3614 Hendersonville Highway,Penrose,28766,8288773430,35.273153,-82.640936,12,2,0,0,0,0
